value,prediction
32.1,9.507071
32.1,9.347919
23.08,9.096251
27.06,8.780935
19.78,8.433223
5.39,7.962761
12.21,7.8464894
5.39,7.7001095
5.39,7.516756
1.33,7.3498635
5.39,7.2812576
5.39,7.4202394
5.39,7.705245
7.97,8.071769
11.849999,8.472459
32.1,8.871922
32.1,9.241518
0.0,9.845307
0.0,10.05966
16.289999,10.361422
29.03,10.63998
32.1,10.83465
32.1,10.9209175
23.369999,10.894153
18.17,10.76103
10.59,10.536423
6.53,10.241305
6.75,9.900876
0.0,9.542323
0.0,9.095884
0.75,8.960797
0.0,8.816504
0.0,8.645024
0.82,8.489569
0.0,8.423053
0.0,8.5519085
0.0,8.826216
2.6000001,9.183864
2.02,9.576143
14.42,9.966245
18.38,10.324904
5.44,10.253038
5.44,9.996258
32.1,10.072196
26.91,10.301711
19.07,10.525377
15.13,10.664443
13.6,10.690632
15.669999,10.602421
21.32,10.412993
18.820002,10.144098
12.34,9.82242
5.6499996,9.476666
0.11,9.031375
8.27,8.904778
9.88,8.765599
6.5099998,8.595966
0.35,8.44039
0.0,8.37037
0.0,8.496177
0.0,8.768057
1.09,9.12409
4.64,9.515913
21.68,9.9069195
32.1,10.26786
9.46,10.1095295
6.8,9.781751
6.25,9.810982
6.25,10.0109825
6.25,10.216249
6.25,10.344478
6.25,10.364977
6.25,10.2746
6.25,10.085374
6.25,9.818215
6.25,9.499182
6.25,9.15646
6.25,8.710996
6.25,8.588193
6.25,8.450326
6.25,8.280982
4.35,8.125294
6.25,8.054286
6.25,8.176896
6.25,8.443525
6.25,8.793318
6.25,9.178934
6.25,9.564515
6.25,9.921306
0.0,9.826453
0.0,10.238895
0.51,10.064304
6.16,10.038709
9.77,9.095953
8.219999,8.814237
5.22,9.3620205
6.38,9.709571
6.38,9.862368
6.38,9.885826
7.8199997,9.833762
12.379999,9.74186
0.0,9.441
5.25,9.013656
0.0,8.666556
0.0,8.64158
0.0,8.205317
0.0,10.166179
0.0,10.190418
0.0,9.990426
1.58,10.624497
5.9199996,10.636539
0.19999999,10.643435
0.0,10.641812
0.0,9.605689
0.0,9.395968
5.27,9.61561
18.83,9.9853
12.87,10.321897
10.610001,10.54368
17.15,10.62508
14.78,10.568809
17.12,10.392489
11.9800005,10.122331
3.33,9.789317
0.0,9.426258
0.0,8.990535
0.0,8.83014
0.0,8.671236
0.0,8.492643
0.0,8.333243
0.0,8.277954
0.0,8.416909
0.0,8.704114
5.26,9.079273
2.82,9.492431
0.59000003,9.904576
2.56,10.284497
0.0,9.992559
0.0,9.885887
12.1,10.219663
17.29,10.432443
17.42,10.613944
21.29,10.715486
20.15,10.712676
12.64,10.600843
3.04,10.389547
0.0,10.098294
0.0,9.753032
0.0,9.38298
0.0,8.937755
0.0,9.103437
0.0,8.94351
0.0,8.710491
0.0,8.488682
0.0,8.375876
0.0,8.942795
0.0,9.428816
0.0,9.704158
0.0,9.821577
7.04,9.841741
9.33,9.8069315
0.0,9.119682
0.0,8.7391205
3.4,8.828824
6.3399997,9.202801
5.3,9.606126
9.08,9.92415
11.29,10.106755
8.360001,10.143577
11.36,10.046905
0.24000001,9.841606
0.0,9.559359
0.0,9.234448
0.0,8.814075
1.73,8.544763
4.5,8.411715
4.5,8.255399
4.5,8.117241
0.0,8.075249
0.0,8.296659
0.0,8.528398
0.0,8.87466
0.0,9.28003
5.43,9.696618
3.4,10.087268
4.5,9.965987
4.5,9.680402
22.83,9.781287
31.58,10.04305
29.1,10.294961
21.910002,10.45841
19.64,10.505009
21.56,10.431698
10.559999,10.249928
4.62,9.980555
4.5,9.650494
4.5,9.289781
4.5,8.836329
4.5,8.680361
4.5,8.5215845
4.5,8.338393
3.72,8.171684
4.5,8.100562
4.5,8.2232065
4.5,8.494623
4.5,8.8562355
5.16,9.259774
11.56,9.667292
16.14,10.047894
0.0,9.501378
0.0,8.879694
0.0,8.8641205
5.77,9.123807
9.52,9.411694
21.5,9.614699
22.43,9.692574
9.4,9.6402235
3.09,9.470684
0.0,9.207359
3.73,8.879707
6.05,8.519941
0.0,8.074441
9.78,7.926679
11.929999,7.7670894
6.91,7.5829167
6.05,7.419678
0.0,7.367618
0.0,7.5163603
0.0,7.810245
0.0,8.187128
0.0,8.59869
0.0,9.007989
0.0,9.385388
6.05,10.345909
6.05,10.371859
18.91,10.579929
24.35,10.837934
19.390001,11.042989
23.169998,11.146349
24.789999,11.132221
21.62,11.003525
10.05,10.774785
15.04,10.468443
11.309999,10.11202
10.81,9.73538
6.05,9.30504
6.05,9.139243
6.05,8.978366
6.05,8.801801
5.64,8.646944
6.05,8.59941
6.05,8.746149
6.05,9.040124
6.05,9.41996
6.05,9.834998
6.05,10.245997
8.09,10.621865
0.0,10.509163
0.0,10.276291
7.3599997,10.36876
13.68,10.603461
15.68,10.826491
8.42,10.961543
10.74,10.980308
6.58,10.880711
7.96,10.675728
9.16,10.387717
1.38,10.044662
0.0,9.677079
0.0,9.245135
0.0,9.084869
0.0,8.927349
0.0,8.751412
0.0,8.595362
0.0,8.54299
0.0,8.685247
0.0,8.97555
0.0,9.352907
7.7799997,9.767024
5.7200003,10.178822
5.51,10.557184
0.0,10.522542
0.0,10.273893
4.19,10.353219
2.11,10.578667
0.0,10.795175
1.99,10.92639
9.440001,10.94376
16.43,10.844524
18.28,10.640767
14.87,10.354005
4.74,10.011582
0.0,9.64362
0.0,9.203237
0.0,9.043241
0.0,8.884898
0.69,8.706442
5.94,8.546901
0.0,8.488102
0.0,8.624526
0.52,8.909888
6.3,9.283564
5.58,9.695631
4.62,10.107214
4.5,10.48718
5.94,10.522603
5.94,10.253653
15.78,10.319332
14.22,10.536867
5.37,10.748749
0.79999995,10.878
7.04,10.89565
16.22,10.798228
11.73,10.596972
8.91,10.312602
0.0,9.971851
0.0,9.604459
5.94,9.156725
9.950001,8.997671
0.0,8.838813
0.0,8.658082
0.0,8.495305
5.94,8.430371
5.94,8.561028
5.94,8.841222
6.97,9.210756
10.8,9.620173
1.2700001,10.030871
2.6000001,10.411773
0.0,10.5055685
0.0,10.21249
2.31,10.264857
0.0,10.476435
4.77,10.685988
5.4,10.815446
6.63,10.835278
13.82,10.741307
20.34,10.543967
11.48,10.263241
0.85999995,9.925292
7.19,9.559493
0.0,9.105584
16.22,8.94819
9.78,8.789169
4.08,8.606464
0.0,8.440757
0.0,8.370026
0.0,8.495018
0.0,8.769854
0.0,9.134825
4.78,9.541019
1.64,9.950183
6.69,10.331356
0.0,10.244368
0.0,10.198457
6.6800003,9.687219
6.8199997,9.641421
7.91,8.8720665
10.29,8.553352
14.7,9.200614
18.61,9.496907
10.160001,9.594515
1.98,9.5850525
4.67,9.518872
12.42,9.425538
0.0,9.349021
12.03,9.310603
5.2400002,9.025403
2.5,8.995088
0.0,8.579346
0.0,10.591364
0.0,10.602476
0.0,10.601704
0.57,10.601742
9.24,10.600196
8.98,10.594273
12.11,10.412819
0.0,9.985561
0.0,9.697626
10.98,9.820139
17.890001,10.112196
17.34,10.393021
