value,prediction
0.0,2.485404
0.0,3.7902896
0.0,5.1914973
7.0399995,6.5816936
9.33,7.840375
0.0,-0.14880452
0.0,-0.4281078
3.3999999,8.07999
6.3399997,10.441472
5.3,11.879492
9.08,12.50708
11.29,12.590752
8.360001,12.304885
11.36,11.721276
0.24000001,10.848429
0.0,9.6768055
0.0,8.207217
0.0,1.5066115
1.73,4.1788173
4.5,3.328161
4.5,2.2136552
4.5,1.1076567
0.0,0.19894156
0.0,0.420088
0.0,1.4716786
0.0,2.8836262
0.0,4.5257287
5.43,6.2858725
3.3999999,8.027193
4.5,0.12372668
4.5,-0.46082625
22.83,8.294014
31.579998,10.624994
29.099998,12.162288
21.91,12.884625
19.64,13.041766
21.56,12.814363
10.56,12.273934
4.62,11.436507
4.5,10.298948
4.5,8.860845
4.5,2.0723681
4.5,5.4266233
4.5,4.185534
4.5,2.8484726
3.7200003,1.602882
4.5,0.6038569
4.5,1.0184937
4.5,1.9696382
4.5,3.3450065
5.16,4.984011
11.56,6.758857
16.14,8.509609
0.0,-0.88573354
0.0,-1.702544
0.0,6.78771
5.77,8.611862
9.52,9.928398
21.5,10.667859
22.43,10.905255
9.4,10.723333
3.09,10.171758
0.0,9.270752
3.73,8.032162
6.05,6.491264
0.0,-0.07913119
9.78,3.4018257
11.93,2.166345
6.91,0.9721782
6.05,-0.1472165
0.0,-1.0695187
0.0,-0.69259226
0.0,0.18274075
0.0,1.4771523
0.0,3.0224452
0.0,4.6576114
0.0,6.284619
6.05,-0.3800779
6.05,-1.1113201
18.91,6.6505017
24.349998,8.62613
19.39,9.872701
23.17,10.436286
24.789999,10.47073
21.619999,10.119724
10.05,9.452162
15.040001,8.4928055
11.31,7.2594843
10.809999,5.7958465
6.05,-0.18290463
6.05,3.1557121
6.05,2.0753355
6.05,0.9551722
5.64,-0.07386864
6.05,-0.87283844
6.05,-0.33707488
6.05,0.6435607
6.05,1.991203
6.05,3.566583
6.05,5.2287354
8.09,6.855059
0.0,-0.34666628
0.0,-1.0358689
7.36,7.1037483
13.68,9.192196
15.68,10.475185
8.42,11.037931
10.74,11.068625
6.58,10.719063
7.9599996,10.055582
9.16,9.098426
1.38,7.85846
0.0,6.369251
0.0,0.18331493
0.0,3.5570173
0.0,2.4413135
0.0,1.2873027
0.0,0.2259465
0.0,-0.60154015
0.0,-0.074202664
0.0,0.9099456
0.0,2.2666824
7.7799997,3.8543782
5.72,5.5338645
5.51,7.1815205
0.0,-0.04536552
0.0,-0.7806221
4.19,7.4695
2.1100001,9.588234
0.0,10.90007
1.9899999,11.483765
9.440001,11.538599
16.43,11.216636
18.28,10.580935
14.87,9.64797
4.74,8.422899
0.0,6.9295726
0.0,0.56540614
0.0,3.9628613
0.0,2.8141906
0.69,1.6255318
5.94,0.5294861
0.0,-0.3247056
0.0,0.18887389
0.52,1.1733117
6.2999997,2.5401335
5.58,4.145124
4.62,5.849063
4.5,7.525258
5.94,0.2908337
5.94,-0.49303952
15.78,7.8711925
14.22,10.029811
5.37,11.371055
0.8,11.972359
7.0399995,12.048972
16.22,11.753746
11.73,11.146601
8.91,10.241001
0.0,9.037452
0.0,7.5501103
5.94,1.0167435
9.95,4.4240828
0.0,3.2389944
0.0,2.0085976
0.0,0.87119824
5.94,-0.016465249
5.94,0.4796206
5.94,1.4633691
6.9700003,2.840999
10.8,4.4655547
1.27,6.1971827
2.6,7.903944
0.0,0.66081196
0.0,-0.1745419
2.31,8.307467
0.0,10.515612
4.77,11.88338
5.4,12.497185
6.63,12.592313
13.82,12.32223
20.34,11.743627
11.4800005,10.867797
0.85999995,9.692156
7.19,8.222587
0.0,1.545086
16.22,4.947172
9.78,3.7224271
4.08,2.441714
0.0,1.2540364
0.0,0.32383502
0.0,0.7976776
0.0,1.7793851
0.0,3.168338
4.7799997,4.8144636
1.64,6.5762844
6.69,8.31553
0.0,0.0595057
0.0,-0.13353781
6.68,6.5841503
6.8199997,7.586452
7.91,8.463318
10.29,7.949848
14.7,8.415205
18.609999,8.26674
10.16,7.8010354
1.98,7.1046906
4.67,6.2304993
12.42,5.231278
0.0,-0.4487722
12.03,2.519326
5.24,1.3050885
2.5,0.32543275
0.0,-0.88174355
0.0,-0.49696675
0.0,0.2597656
0.0,1.3481776
0.57,2.7097063
9.24,4.2513604
8.9800005,5.8567996
12.11,6.419496
0.0,0.3551607
0.0,-0.22678208
10.98,8.576068
17.890001,10.954913
17.34,12.459878
13.4800005,13.1116495
18.91,13.212954
12.0,12.952214
13.28,12.391144
12.860001,11.539742
